Wall time,Step,Value
1573538053.0087733,4579,1.0
1573538058.6402175,4582,-1.0
1573538081.9233325,4593,-1.0
1573538087.0674145,4596,-1.0
1573538087.9658024,4598,-1.0
1573538093.3002148,4600,-1.0
1573538117.6368773,4612,-1.0
1573538146.762483,4629,-1.0
1573538156.8661225,4634,-1.0
1573538175.4832325,4644,-1.0
1573538186.7531512,4650,-1.0
1573538199.6393063,4657,1.0
1573538208.977527,4663,-1.0
1573538209.5749652,4665,-1.0
1573538220.1969438,4669,-1.0
1573538233.074486,4676,-1.0
1573538233.8386416,4677,-1.0
1573538239.592518,4678,-1.0
1573538260.3034434,4688,-1.0
1573538297.4963257,4709,-1.0
1573538308.9701493,4714,-1.0
1573538320.1502397,4719,-1.0
1573538331.736971,4725,-1.0
1573538347.9352207,4735,-1.0
1573538357.132941,4740,-1.0
1573538370.0161872,4746,-1.0
1573538378.3094187,4750,1.0
1573538378.762069,4751,1.0
1573538391.1365,4759,-1.0
1573538399.372051,4762,-1.0
1573538399.8140306,4763,-1.0
1573538400.1948476,4765,-1.0
1573538405.1829627,4768,1.0
1573538409.347954,4769,-1.0
1573538413.469295,4770,-1.0
1573538421.7045956,4775,-1.0
1573538427.0740898,4777,-1.0
1573538433.408344,4780,-1.0
1573538433.8480203,4781,1.0
1573538439.8001428,4782,-1.0
1573538440.366865,4783,-1.0
1573538444.4803607,4785,-1.0
1573538451.5448272,4788,-1.0
1573538451.7465699,4789,1.0
1573538463.8961194,4795,-1.0
1573538479.0961707,4801,-1.0
1573538485.5227137,4803,-1.0
1573538493.818931,4806,0.0
1573538514.7416666,4818,-1.0
1573538526.3468308,4826,-1.0
1573538526.6885862,4827,-1.0
1573538529.8541825,4828,-1.0
1573538535.1196313,4834,-1.0
1573538549.8001232,4841,-1.0
1573538558.7679036,4846,-1.0
1573538573.1415744,4853,-1.0
1573538595.5338476,4866,-1.0
1573538608.5557406,4872,-1.0
1573538612.3553214,4874,-1.0
1573538616.8471718,4877,-1.0
1573538631.476715,4884,1.0
1573538637.2632291,4890,-1.0
1573538643.3119967,4893,1.0
1573538647.666284,4895,-1.0
1573538647.999757,4896,-1.0
1573538666.3783028,4905,-1.0
1573538686.9073563,4915,-1.0
1573538687.4029849,4916,-1.0
1573538701.4913843,4924,-1.0
1573538725.9259658,4936,-1.0
1573538729.9160075,4939,-1.0
1573538737.970987,4942,-1.0
1573538755.0083456,4955,-1.0
1573538770.3364596,4963,-1.0
1573538786.3657753,4971,-1.0
1573538786.423542,4972,-1.0
1573538790.6285174,4975,-1.0
1573538796.9298944,4977,-1.0
1573538797.4067314,4978,0.0
1573538825.0457544,4992,-1.0
1573538834.774836,4998,-1.0
1573538840.9977767,5000,-1.0
1573538871.2657516,5015,-1.0
1573538881.851275,5022,0.0
1573538890.5192587,5028,1.0
1573538898.293792,5031,-1.0
1573538898.7240095,5032,-1.0
1573538913.7541828,5038,-1.0
1573538937.8015106,5051,-1.0
1573538938.506013,5053,-1.0
1573538943.6232438,5054,0.0
1573538943.7630992,5055,-1.0
1573538953.9629443,5061,-1.0
1573538963.9991677,5066,-1.0
1573538987.5353775,5079,-1.0
1573539019.2858505,5095,1.0
1573539031.8122978,5102,-1.0
1573539036.5192435,5107,-1.0
1573539039.869576,5108,-1.0
1573539045.8165958,5114,-1.0
1573539065.0710146,5123,1.0
1573539070.7354183,5126,-1.0
1573539074.2398336,5127,0.0
1573539080.482498,5129,-1.0
1573539089.639963,5135,-1.0
1573539093.1118124,5136,1.0
1573539093.850997,5138,1.0
1573539103.4530778,5143,-1.0
1573539108.3713171,5146,-1.0
1573539134.9927564,5161,0.0
1573539144.4022336,5166,-1.0
1573539160.7065966,5172,-1.0
1573539169.05833,5179,-1.0
1573539178.2188962,5183,-1.0
1573539182.0573068,5186,-1.0
1573539211.7879102,5201,-1.0
1573539226.682873,5209,-1.0
1573539234.370084,5213,-1.0
1573539234.779766,5214,1.0
1573539260.490833,5232,-1.0
1573539266.8540826,5235,-1.0
1573539270.7362473,5236,-1.0
1573539271.5474417,5238,-1.0
1573539277.0642493,5240,-1.0
1573539277.3794959,5241,1.0
1573539285.678133,5245,-1.0
1573539289.1744924,5246,1.0
1573539309.8903186,5257,-1.0
1573539319.4837024,5263,-1.0
1573539329.08448,5267,1.0
1573539366.6206186,5290,-1.0
1573539390.2235775,5303,-1.0
1573539409.7647338,5311,-1.0
1573539425.6439662,5316,-1.0
1573539425.993261,5317,-1.0
1573539432.4875953,5319,-1.0
1573539432.9623756,5320,-1.0
1573539436.5988348,5321,-1.0
1573539449.5558922,5330,-1.0
1573539449.945124,5331,0.0
1573539478.6546438,5346,-1.0
1573539483.9922764,5349,-1.0
1573539514.2408962,5360,-1.0
1573539519.337092,5361,-1.0
1573539523.6580489,5363,1.0
1573539524.2940266,5364,-1.0
1573539546.677182,5374,-1.0
1573539558.0144134,5381,-1.0
1573539563.0868983,5385,-1.0
1573539573.1303747,5389,-1.0
1573539577.5669427,5390,-1.0
